match_id,radiant_win
6,0.8279039228935369
7,0.7298935586815447
10,0.18286486938055085
13,0.8666630394074931
16,0.24119650696017067
18,0.4066141530582793
19,0.5373617609524709
24,0.5589458394115144
33,0.23272552464769905
37,0.6756144441437636
41,0.1661324539181157
42,0.316862448561285
55,0.245493129888709
60,0.6812971186793554
62,0.5621178941840639
63,0.5947706715718254
64,0.09654891346306174
71,0.5680063519654741
72,0.32550422734866874
83,0.5121620020997123
85,0.7881134184388447
89,0.9338627984515624
92,0.7456295475142838
100,0.9587667077436929
102,0.8900270910320476
108,0.5481762595439995
111,0.7638971253246761
126,0.18983520012226987
130,0.05158649138329066
140,0.7954886775338722
141,0.2661543709768503
152,0.8457759111756502
153,0.7168615723920975
159,0.5670952578187407
160,0.5858663833427856
163,0.6093509318008647
178,0.577650291975048
179,0.37075827745710616
181,0.674681219101854
196,0.14851033341379033
206,0.1214948748391837
209,0.5705868669371724
216,0.5671722029692109
228,0.07866366572773126
230,0.42636842406657033
242,0.7210725403844551
245,0.1730493505221732
261,0.4960125825012274
274,0.49904977757597135
282,0.7378038456488504
289,0.5124581576837057
296,0.09845259454243961
297,0.6072116066513847
302,0.3022010380198962
304,0.023493281166399736
313,0.8084884687754523
316,0.4971766511412247
317,0.4213425708784936
344,0.8835152448132025
348,0.757292759741148
352,0.5035190559596023
354,0.5637843077041051
361,0.42016327496470646
362,0.20100356610944634
363,0.757381353947089
365,0.4080545778944613
375,0.30663172791050297
380,0.2984697362723909
384,0.5378560819254365
394,0.7780231596924257
399,0.6102966141424976
404,0.7393001836438763
406,0.6514926854078983
430,0.15191129673091588
432,0.3486245727308347
443,0.47316201082925163
463,0.5898483572264307
467,0.5280127213155114
474,0.19385878802430448
488,0.23880880975534347
502,0.9053642173107935
503,0.2683710991574358
507,0.2896823150609526
508,0.3942101667038002
509,0.44684795678583555
516,0.3696956281546884
528,0.3023053027930284
542,0.620997530325486
547,0.1955055560283984
552,0.5218198114477032
555,0.5770672064071019
561,0.6341470805671842
569,0.8127612538841819
575,0.9494000329026099
576,0.8172618723699552
582,0.19365683039177037
585,0.4708168132596612
586,0.5597086785161508
590,0.7985173981108372
592,0.23448818481473108
598,0.38752214101148114
599,0.26475357740279326
600,0.724763707305855
601,0.5419599720071161
603,0.28002671985746885
617,0.48565660727228244
628,0.4722787236613791
634,0.14785530523969195
635,0.2995019118448962
639,0.4263066597672353
644,0.6484576003374523
646,0.7245135080196504
650,0.08667542730468805
659,0.8397033578523763
663,0.37855947820068103
668,0.652860426709935
670,0.4023676714834865
678,0.4254684668444029
679,0.28712174498724224
686,0.7894908147945475
694,0.2909453532285823
696,0.901419799986379
702,0.8990242965852785
709,0.40835739000679155
712,0.3578461671880471
723,0.2328305395539696
729,0.43348866006519693
733,0.7448529440699715
735,0.4014145625860103
737,0.37750634960792645
749,0.699968944586547
752,0.49986161296223297
767,0.9157923715737809
771,0.1287990154728236
778,0.4669055823668515
780,0.7437599022590597
790,0.4607397755776186
797,0.3831657041096899
802,0.32370366199747586
805,0.6796322387928088
807,0.7874294846838877
808,0.8264654880554436
811,0.3548662363877952
815,0.1338650604347947
820,0.7320933504123127
838,0.1664831106678628
861,0.1502055425415701
886,0.22168697928557146
889,0.1105829433834529
904,0.6687959139150693
913,0.4183006893621192
928,0.6984876738050302
931,0.6110728791823097
932,0.6871676989725011
945,0.7464550018458226
953,0.8473950274138222
955,0.3673196619825709
970,0.5470307424409455
972,0.43591368736759645
978,0.5905827358596758
982,0.801726986209527
983,0.7356588978326634
984,0.3554376451376349
987,0.560358117748083
1000,0.6251079070853024
1006,0.5818129745025692
1014,0.7445853840812601
1030,0.551766080434204
1037,0.7349826428832347
1044,0.6259753742125808
1046,0.8031678896112683
1048,0.4114047978321334
1053,0.8657345404456851
1057,0.6777582960512804
1077,0.8753652315153844
1085,0.9661220969469897
1087,0.750587044638664
1088,0.731715557972902
1096,0.09969514126974008
1098,0.9549473258405491
1100,0.09975665858109331
1113,0.7263018618562281
1119,0.7389284807283102
1127,0.5271803490753408
1142,0.3337574964819747
1148,0.3639878921053785
1157,0.21268611099096146
1158,0.7747319960933516
1163,0.40628885640388773
1167,0.6742784912941725
1168,0.3417804192554982
1181,0.061450194750722706
1183,0.244744020346595
1191,0.6001966882291562
1192,0.17338107128326613
1198,0.7906340706944395
1216,0.18063450119334626
1218,0.6211277885152621
1221,0.9670652617397651
1222,0.3476495585365696
1225,0.13151721055239338
1226,0.44838840334938673
1230,0.21531859520395324
1242,0.7626193098850453
1247,0.6649402666120243
1253,0.33921198671130515
1259,0.6213377055663728
1271,0.8632096778065722
1282,0.5415096721032963
1284,0.947923109234631
1293,0.3871888108590372
1294,0.6202845785699402
1298,0.4657839902829066
1306,0.6118264815384987
1316,0.7349324785161927
1321,0.32966442681711294
1331,0.44311774425325134
1336,0.19116141586043536
1341,0.5658705563469434
1348,0.530186515955734
1356,0.8682797890805869
1384,0.29617751005011483
1389,0.6386478445099849
1391,0.6202619528823502
1413,0.8169748775686836
1419,0.6312734258702369
1426,0.8399355740564686
1440,0.68254790158637
1445,0.5955796278595858
1465,0.4170903671361067
1470,0.4588749252624013
1472,0.4995784504768048
1484,0.5615510815793491
1485,0.11108489926811542
1486,0.894883817177595
1488,0.5820884561596903
1498,0.036892425990396556
1508,0.6365716773492411
1518,0.85152373723849
1526,0.23866609115028106
1527,0.7647666059628504
1528,0.22335026319924794
1540,0.6457871059774478
1546,0.48106817390611545
1551,0.805826388090618
1564,0.7609156187401074
1565,0.8910339137922757
1568,0.9353742146319999
1572,0.6632000820621498
1573,0.11099065611765759
1581,0.4360037139660061
1585,0.8854050000351559
1588,0.2647788744094273
1595,0.21898590034157317
1596,0.2785045504788601
1603,0.3105040606483479
1615,0.6162851361154232
1621,0.48796327483776586
1623,0.26286784174483135
1630,0.44176734541111407
1636,0.687493267308697
1642,0.22943751184647257
1654,0.7370631189551137
1657,0.8871313887600096
1665,0.41149028965724216
1666,0.7650836905368973
1676,0.7387102861471885
1678,0.5136610464388739
1683,0.521368882909162
1685,0.06937766825597907
1687,0.0170645564011862
1690,0.2199521383261119
1702,0.4086793592700257
1703,0.23103410974480149
1714,0.33562392922938294
1716,0.5685110704233872
1726,0.17818429882119574
1748,0.2944104552257588
1750,0.21156336701923767
1762,0.9525353548399437
1765,0.11839209325830528
1767,0.5260438895904991
1773,0.3284867937055583
1774,0.19991134153522866
1776,0.6659301697409724
1782,0.8341362001323903
1799,0.5044941762793173
1803,0.49935693862363584
1811,0.4333105368355698
1820,0.4501104267163503
1823,0.7916564527065176
1864,0.6996014736242315
1871,0.5426814042642337
1874,0.0849047490954379
1878,0.34254496856479527
1888,0.6762607397214075
1895,0.8245423631423593
1896,0.4605279760486424
1899,0.5526761279285483
1901,0.5788628231030256
1903,0.6213836703592107
1913,0.14382272074211466
1935,0.7923942331082328
1946,0.24317876844889916
1958,0.7974104590572488
1960,0.5540838504232598
1968,0.3464056753087162
1969,0.5350457237766524
1973,0.2593173883358697
1974,0.5150162907576776
1977,0.45195701905682023
1992,0.6478191912453624
1995,0.20068220729445574
2001,0.7671284147020786
2017,0.4953324207307267
2018,0.22444352946038706
2020,0.36108961799163575
2021,0.33554731675055055
2027,0.41214757735664653
2036,0.5303336262353995
2040,0.17907536591333403
2041,0.17316635922550155
2047,0.9068488511976909
2049,0.3061128736034052
2059,0.2870953306499249
2066,0.2452514552486896
2068,0.5363949880310732
2069,0.7315333075297389
2081,0.4312105267025565
2083,0.5267158912618964
2084,0.8910099502095229
2085,0.9446440852438022
2096,0.4735487671246137
2104,0.18970050853743842
2105,0.16511084263404976
2110,0.35627990379879454
2112,0.09336095747719214
2115,0.5155130177906363
2120,0.16032904196940148
2121,0.14245101059189044
2125,0.8569374498158318
2128,0.6233916731360513
2129,0.3826262211283109
2138,0.5762922832135978
2159,0.7325807761878811
2160,0.21966803145192737
2180,0.6453971286269392
2181,0.5798948673659614
2183,0.742898155504617
2189,0.16154405139422323
2192,0.4574891731599135
2193,0.8964253245884728
2197,0.12669599090883507
2201,0.4357326914568959
2206,0.8434420740558733
2208,0.8261394582267026
2210,0.691050115244568
2212,0.7131297590519922
2220,0.5769352044291113
2226,0.4841865765517716
2227,0.0617641332440667
2229,0.37584877181982107
2233,0.20247998290136254
2234,0.8916472638345568
2237,0.324353244038346
2238,0.5981620544100948
2246,0.35940304150454566
2248,0.2983121723449808
2265,0.3850842913408402
2268,0.4102839558973326
2270,0.7025479111757297
2276,0.8050749086846286
2278,0.8434705460707762
2290,0.6148257278842055
2298,0.3941881051276806
2305,0.09879472641016368
2320,0.6212255903938491
2325,0.4962132642674402
2329,0.8714174793604015
2342,0.5962724091140453
2352,0.18168029191930277
2387,0.6649888868002979
2397,0.22232287691267474
2399,0.6466650466184376
2401,0.6393455255792643
2404,0.2809553641333265
2411,0.6952975478128428
2422,0.6736250792832078
2424,0.7804031805335782
2425,0.22857155798315293
2429,0.19645294904217353
2433,0.5551763249328188
2434,0.6836459652542658
2436,0.10389498857550909
2440,0.11643504191601964
2448,0.5668523952177663
2458,0.6619867064895799
2460,0.3507546635897844
2466,0.640070912924421
2473,0.4046344278678795
2479,0.3330445262481479
2493,0.1934001294565435
2504,0.19666378095392612
2524,0.7616658027528095
2526,0.9762009402269696
2531,0.31237513790328475
2532,0.0742807307033098
2546,0.519262748753487
2561,0.866432548536402
2565,0.1513384080481458
2570,0.6006011903514004
2579,0.5775081627050375
2581,0.20326753818596954
2592,0.7697693198286848
2593,0.3897234191717857
2594,0.3007501877382129
2618,0.8004267392371238
2628,0.40317164795880683
2638,0.44991431611381344
2647,0.6167244993735371
2654,0.7109942404183192
2655,0.5584404670663704
2669,0.22802577003445887
2674,0.5129024321148178
2677,0.7001663484627035
2687,0.3659570140967492
2689,0.21632840005121823
2694,0.6435209329604786
2702,0.2887376868945093
2704,0.9207246263269295
2706,0.8827379722047937
2712,0.10435094868152062
2716,0.44909664161252955
